document_id,title,file_name,file_type,extension,category,data_role,is_content_document,is_manifest_file,is_system_file,is_archive_file,is_processable,relative_path,local_path,source_url,source_domain,language,file_size_bytes,checksum_sha256,is_public,access_note,ingested_at,ingestion_status,issues,page_count,text_sample_length
doc_3391e5104cc04d77,Lịch sử phát triển,hus.vnu.edu.vn__gioi-thieu__lich-su-phat-trien.html,html,.html,thong_tin_chung,content,True,False,False,False,True,html/public_pages/hus.vnu.edu.vn__gioi-thieu__lich-su-phat-trien.html,D:\DM\lumi\data\raw\html\public_pages\hus.vnu.edu.vn__gioi-thieu__lich-su-phat-trien.html,https://hus.vnu.edu.vn/gioi-thieu/lich-su-phat-trien,hus.vnu.edu.vn,vi,221186,3ae603d0deecd48dbeb08a0e325763e9e3be1d7a42a22546cab1f70725cbe313,True,Nguồn public truy cập không cần đăng nhập; chỉ dùng cho học tập/nghiên cứu.,2026-05-18T09:51:55.053846+00:00,warning,['possible_mojibake'],0,41955
doc_9e8c3a33484a80bf,Lời chào mừng,hus.vnu.edu.vn__gioi-thieu__loi-chao-mung.html,html,.html,thong_tin_chung,content,True,False,False,False,True,html/public_pages/hus.vnu.edu.vn__gioi-thieu__loi-chao-mung.html,D:\DM\lumi\data\raw\html\public_pages\hus.vnu.edu.vn__gioi-thieu__loi-chao-mung.html,https://hus.vnu.edu.vn/gioi-thieu/loi-chao-mung,hus.vnu.edu.vn,vi,104108,a388a278b848fb541c909cfd74142ba073549ac6fad8774494cc38802488e34b,True,Nguồn public truy cập không cần đăng nhập; chỉ dùng cho học tập/nghiên cứu.,2026-05-18T09:51:55.095221+00:00,ok,[],0,5066
doc_fd4393b1eb03d92a,Học sinh - Sinh viên,hus.vnu.edu.vn__hoc-sinh-sinh-vien__gioi-thieu-chung.html,html,.html,sinh_vien,content,True,False,False,False,True,html/public_pages/hus.vnu.edu.vn__hoc-sinh-sinh-vien__gioi-thieu-chung.html,D:\DM\lumi\data\raw\html\public_pages\hus.vnu.edu.vn__hoc-sinh-sinh-vien__gioi-thieu-chung.html,https://hus.vnu.edu.vn/hoc-sinh-sinh-vien/gioi-thieu-chung,hus.vnu.edu.vn,vi,68548,f07aaa288253060b1e21abb01129bdfd9af033816e0e8991b9ff45977e33d9f0,True,Nguồn public truy cập không cần đăng nhập; chỉ dùng cho học tập/nghiên cứu.,2026-05-18T09:51:55.114133+00:00,ok,[],0,5112
doc_156bce5d712f28f3,"Quy chế, quy định",hus.vnu.edu.vn__hoc-sinh-sinh-vien__quy-che-quy-dinh.html,html,.html,quy_che,content,True,False,False,False,True,html/public_pages/hus.vnu.edu.vn__hoc-sinh-sinh-vien__quy-che-quy-dinh.html,D:\DM\lumi\data\raw\html\public_pages\hus.vnu.edu.vn__hoc-sinh-sinh-vien__quy-che-quy-dinh.html,https://hus.vnu.edu.vn/hoc-sinh-sinh-vien/quy-che-quy-dinh,hus.vnu.edu.vn,vi,61653,2801172404d059730747d2bd9b59f001080eaf528f0932607820154761cc5dc4,True,Nguồn public truy cập không cần đăng nhập; chỉ dùng cho học tập/nghiên cứu.,2026-05-18T09:51:55.131431+00:00,ok,[],0,2427
doc_3fc4cb9fe6ada57b,data_raw_manifest,data_raw_manifest.json,json,.json,khac,manifest,False,True,False,False,True,json/data_raw_manifest.json,D:\DM\lumi\data\raw\json\data_raw_manifest.json,,,vi,86463,54763da5024f94dcf5abc60fa6d9b83f646414c8d03c4bd7f5e89eb1805b9d63,True,public/local educational dataset,2026-05-18T09:51:55.132433+00:00,ok,[],0,2799
doc_262901a7cbd909ed,112. THS Phuong Phap Toan So Cap QD 4930,112.-ths-phuong-phap-toan-so-cap-qd-4930.pdf,pdf,.pdf,dao_tao,content,True,False,False,False,True,pdf/dao_tao/112.-ths-phuong-phap-toan-so-cap-qd-4930.pdf,D:\DM\lumi\data\raw\pdf\dao_tao\112.-ths-phuong-phap-toan-so-cap-qd-4930.pdf,https://hus.vnu.edu.vn/DATA/IMAGES/2024/06/112.-ths-phuong-phap-toan-so-cap-qd-4930.pdf,hus.vnu.edu.vn,vi,1400720,ba589f1008534adcd46d15e4ad9b1304f6430b17ac5a26316004f95c576c986f,True,Nguồn public truy cập không cần đăng nhập; chỉ dùng cho học tập/nghiên cứu.,2026-05-18T09:51:55.225381+00:00,warning,['pdf_sample_needs_ocr'],10,0
doc_3778ebc7dd891903,113. THS Toan Ung Dung QD 4931,113.-ths-toan-ung-dung-qd-4931.pdf,pdf,.pdf,dao_tao,content,True,False,False,False,True,pdf/dao_tao/113.-ths-toan-ung-dung-qd-4931.pdf,D:\DM\lumi\data\raw\pdf\dao_tao\113.-ths-toan-ung-dung-qd-4931.pdf,https://hus.vnu.edu.vn/DATA/IMAGES/2024/06/113.-ths-toan-ung-dung-qd-4931.pdf,hus.vnu.edu.vn,vi,1560831,241f35be642edf7ba23b710aee8500229361b0ad6ab3fd0e03b3eda06da64721,True,Nguồn public truy cập không cần đăng nhập; chỉ dùng cho học tập/nghiên cứu.,2026-05-18T09:51:55.229055+00:00,warning,['pdf_sample_needs_ocr'],11,0
doc_b8722d902b4a4ea8,115. THS Co Hoc QD 4933,115.-ths-co-hoc-qd-4933.pdf,pdf,.pdf,dao_tao,content,True,False,False,False,True,pdf/dao_tao/115.-ths-co-hoc-qd-4933.pdf,D:\DM\lumi\data\raw\pdf\dao_tao\115.-ths-co-hoc-qd-4933.pdf,https://hus.vnu.edu.vn/DATA/IMAGES/2024/06/115.-ths-co-hoc-qd-4933.pdf,hus.vnu.edu.vn,vi,1549164,b2bca12a59d6ba8d1ad559f86cadb8070cbc314a2f4f1d5503cc2a62ba52566c,True,Nguồn public truy cập không cần đăng nhập; chỉ dùng cho học tập/nghiên cứu.,2026-05-18T09:51:55.231059+00:00,warning,['pdf_sample_needs_ocr'],11,0
doc_cdecb68acb9f5feb,116.-ths-co-so-toan-hoc-cho-tin-hoc-qd-4934-2.pdf,116.-ths-co-so-toan-hoc-cho-tin-hoc-qd-4934-2.pdf,pdf,.pdf,dao_tao,content,True,False,False,False,True,pdf/dao_tao/116.-ths-co-so-toan-hoc-cho-tin-hoc-qd-4934-2.pdf,D:\DM\lumi\data\raw\pdf\dao_tao\116.-ths-co-so-toan-hoc-cho-tin-hoc-qd-4934-2.pdf,file:///D:/DM/lumi-ai-assistant/data/raw/pdf/2026-05-15/116.-ths-co-so-toan-hoc-cho-tin-hoc-qd-4934-2.pdf,local_repo_docs,vi,1595565,777d94de174687d65d481a4b26acca075f74454dcaf9d70859b1255778a4b57a,True,Nguồn public truy cập không cần đăng nhập; chỉ dùng cho học tập/nghiên cứu.,2026-05-18T09:51:55.234029+00:00,warning,['pdf_sample_needs_ocr'],11,0
doc_3720e54e93ff7d5b,121. TS Toan Giai Tich QD 4935,121.-ts-toan-giai-tich-qd-4935.pdf,pdf,.pdf,dao_tao,content,True,False,False,False,True,pdf/dao_tao/121.-ts-toan-giai-tich-qd-4935.pdf,D:\DM\lumi\data\raw\pdf\dao_tao\121.-ts-toan-giai-tich-qd-4935.pdf,https://hus.vnu.edu.vn/DATA/IMAGES/2024/06/121.-ts-toan-giai-tich-qd-4935.pdf,hus.vnu.edu.vn,vi,2234549,12fcdf68f2a040c223a581abe2e4ef8aedf753198cc73024da6f176e5147421e,True,Nguồn public truy cập không cần đăng nhập; chỉ dùng cho học tập/nghiên cứu.,2026-05-18T09:51:55.237083+00:00,warning,['pdf_sample_needs_ocr'],15,0
doc_666e00a5d894614d,122. TS Phuong Trinh Vi Phan Va Tich Phan QD 4936,122.-ts-phuong-trinh-vi-phan-va-tich-phan-qd-4936.pdf,pdf,.pdf,dao_tao,content,True,False,False,False,True,pdf/dao_tao/122.-ts-phuong-trinh-vi-phan-va-tich-phan-qd-4936.pdf,D:\DM\lumi\data\raw\pdf\dao_tao\122.-ts-phuong-trinh-vi-phan-va-tich-phan-qd-4936.pdf,https://hus.vnu.edu.vn/DATA/IMAGES/2024/06/122.-ts-phuong-trinh-vi-phan-va-tich-phan-qd-4936.pdf,hus.vnu.edu.vn,vi,2265213,ff537a063babdfee2204ac9cf230d06f151b645cc5724ad568ab058fbad30cfa,True,Nguồn public truy cập không cần đăng nhập; chỉ dùng cho học tập/nghiên cứu.,2026-05-18T09:51:55.240083+00:00,warning,['pdf_sample_needs_ocr'],14,0
doc_cc1b3b49832aa678,123. TS Dai So Va Ly Thuyet So QD 4937,123.-ts-dai-so-va-ly-thuyet-so-qd-4937.pdf,pdf,.pdf,dao_tao,content,True,False,False,False,True,pdf/dao_tao/123.-ts-dai-so-va-ly-thuyet-so-qd-4937.pdf,D:\DM\lumi\data\raw\pdf\dao_tao\123.-ts-dai-so-va-ly-thuyet-so-qd-4937.pdf,https://hus.vnu.edu.vn/DATA/IMAGES/2024/06/123.-ts-dai-so-va-ly-thuyet-so-qd-4937.pdf,hus.vnu.edu.vn,vi,2541250,775b7fcc2ba7ed75f70fd65ae987f9e15f38f8ca1c41b1d9311c41ea5c6a19ae,True,Nguồn public truy cập không cần đăng nhập; chỉ dùng cho học tập/nghiên cứu.,2026-05-18T09:51:55.244252+00:00,warning,['pdf_sample_needs_ocr'],16,0
doc_142f1eee6b282499,124. TS Toan Ung Dung QD 4938,124.-ts-toan-ung-dung-qd-4938.pdf,pdf,.pdf,dao_tao,content,True,False,False,False,True,pdf/dao_tao/124.-ts-toan-ung-dung-qd-4938.pdf,D:\DM\lumi\data\raw\pdf\dao_tao\124.-ts-toan-ung-dung-qd-4938.pdf,https://hus.vnu.edu.vn/DATA/IMAGES/2024/06/124.-ts-toan-ung-dung-qd-4938.pdf,hus.vnu.edu.vn,vi,2269878,7e5bd2d97b9e325f36dd4e8396880fd9027bedf8bdc31f1eed88b9efe7a90426,True,Nguồn public truy cập không cần đăng nhập; chỉ dùng cho học tập/nghiên cứu.,2026-05-18T09:51:55.247239+00:00,warning,['pdf_sample_needs_ocr'],15,0
doc_489a1d51f83cde88,125. TS Ly Thuyet Xac Suat Va Thong Ke Toan Hoc QD 4939,125.-ts-ly-thuyet-xac-suat-va-thong-ke-toan-hoc-qd-4939.pdf,pdf,.pdf,dao_tao,content,True,False,False,False,True,pdf/dao_tao/125.-ts-ly-thuyet-xac-suat-va-thong-ke-toan-hoc-qd-4939.pdf,D:\DM\lumi\data\raw\pdf\dao_tao\125.-ts-ly-thuyet-xac-suat-va-thong-ke-toan-hoc-qd-4939.pdf,https://hus.vnu.edu.vn/DATA/IMAGES/2024/06/125.-ts-ly-thuyet-xac-suat-va-thong-ke-toan-hoc-qd-4939.pdf,hus.vnu.edu.vn,vi,2389639,1d76d66e8516647af1e9d58bddf1a8f9ec03c49f6507cfd6a6bacb95bd639123,True,Nguồn public truy cập không cần đăng nhập; chỉ dùng cho học tập/nghiên cứu.,2026-05-18T09:51:55.250576+00:00,warning,['pdf_sample_needs_ocr'],15,0
doc_250226d0663d2d80,126. TS Co So Toan Hoc Cho Tin Hoc QD 4940,126.-ts-co-so-toan-hoc-cho-tin-hoc-qd-4940.pdf,pdf,.pdf,dao_tao,content,True,False,False,False,True,pdf/dao_tao/126.-ts-co-so-toan-hoc-cho-tin-hoc-qd-4940.pdf,D:\DM\lumi\data\raw\pdf\dao_tao\126.-ts-co-so-toan-hoc-cho-tin-hoc-qd-4940.pdf,https://hus.vnu.edu.vn/DATA/IMAGES/2024/06/126.-ts-co-so-toan-hoc-cho-tin-hoc-qd-4940.pdf,hus.vnu.edu.vn,vi,2385528,7a82f159a3f2e429f7241169e9ed01df1dbbcaa090d56d6794f46ce8f05c439e,True,Nguồn public truy cập không cần đăng nhập; chỉ dùng cho học tập/nghiên cứu.,2026-05-18T09:51:55.253583+00:00,warning,['pdf_sample_needs_ocr'],15,0
doc_57c37e1583f4e6af,127. TS Co Hoc QD 4941,127.-ts-co-hoc-qd-4941.pdf,pdf,.pdf,dao_tao,content,True,False,False,False,True,pdf/dao_tao/127.-ts-co-hoc-qd-4941.pdf,D:\DM\lumi\data\raw\pdf\dao_tao\127.-ts-co-hoc-qd-4941.pdf,https://hus.vnu.edu.vn/DATA/IMAGES/2024/06/127.-ts-co-hoc-qd-4941.pdf,hus.vnu.edu.vn,vi,2556138,ee7897b1c7d927d7b5988c14e6f252b58d6bdd96cf756f6b45c4b3263cd894b4,True,Nguồn public truy cập không cần đăng nhập; chỉ dùng cho học tập/nghiên cứu.,2026-05-18T09:51:55.257097+00:00,warning,['pdf_sample_needs_ocr'],16,0
doc_6f2553345bcc6508,211. THS Vat Ly QD 4942,211.-ths-vat-ly-qd-4942.pdf,pdf,.pdf,dao_tao,content,True,False,False,False,True,pdf/dao_tao/211.-ths-vat-ly-qd-4942.pdf,D:\DM\lumi\data\raw\pdf\dao_tao\211.-ths-vat-ly-qd-4942.pdf,https://hus.vnu.edu.vn/DATA/IMAGES/2024/06/211.-ths-vat-ly-qd-4942.pdf,hus.vnu.edu.vn,vi,1685133,be66fc1be6869f6c62acfe2aad092bacace22698fda09f205a247fd6ea8df133,True,Nguồn public truy cập không cần đăng nhập; chỉ dùng cho học tập/nghiên cứu.,2026-05-18T09:51:55.259607+00:00,warning,['pdf_sample_needs_ocr'],11,0
doc_ffee1373231478c4,221. TS Vat Ly Ly Thuyet Va Vlt QD 4943,221.-ts-vat-ly-ly-thuyet-va-vlt-qd-4943.pdf,pdf,.pdf,dao_tao,content,True,False,False,False,True,pdf/dao_tao/221.-ts-vat-ly-ly-thuyet-va-vlt-qd-4943.pdf,D:\DM\lumi\data\raw\pdf\dao_tao\221.-ts-vat-ly-ly-thuyet-va-vlt-qd-4943.pdf,https://hus.vnu.edu.vn/DATA/IMAGES/2024/06/221.-ts-vat-ly-ly-thuyet-va-vlt-qd-4943.pdf,hus.vnu.edu.vn,vi,2466190,9b5af89bcd1fe2a1c67caf4e419f3d9b237bed3b1f1d33fcdbe43adc3002b564,True,Nguồn public truy cập không cần đăng nhập; chỉ dùng cho học tập/nghiên cứu.,2026-05-18T09:51:55.265628+00:00,warning,['pdf_sample_needs_ocr'],16,0
doc_883bc05f77fe6b32,311. THS Hoa Hoc QD 3570,311.-ths-hoa-hoc-qd-3570.pdf,pdf,.pdf,dao_tao,content,True,False,False,False,True,pdf/dao_tao/311.-ths-hoa-hoc-qd-3570.pdf,D:\DM\lumi\data\raw\pdf\dao_tao\311.-ths-hoa-hoc-qd-3570.pdf,https://hus.vnu.edu.vn/DATA/IMAGES/2024/06/311.-ths-hoa-hoc-qd-3570.pdf,hus.vnu.edu.vn,vi,2641433,c68e4a8361753b4dea8ddd72130456281a2263aec33b3d2a58ad36b9bbcfb805,True,Nguồn public truy cập không cần đăng nhập; chỉ dùng cho học tập/nghiên cứu.,2026-05-18T09:51:55.269629+00:00,warning,['pdf_sample_needs_ocr'],17,0
doc_d9892742fabbbdcb,312. THS Ky Thuat Hoa Hoc QD 3571,312.-ths-ky-thuat-hoa-hoc-qd-3571.pdf,pdf,.pdf,dao_tao,content,True,False,False,False,True,pdf/dao_tao/312.-ths-ky-thuat-hoa-hoc-qd-3571.pdf,D:\DM\lumi\data\raw\pdf\dao_tao\312.-ths-ky-thuat-hoa-hoc-qd-3571.pdf,https://hus.vnu.edu.vn/DATA/IMAGES/2024/06/312.-ths-ky-thuat-hoa-hoc-qd-3571.pdf,hus.vnu.edu.vn,vi,1919736,3885518cb048e506040f0a067ca4b2ced011950add89db28c149cf6656102246,True,Nguồn public truy cập không cần đăng nhập; chỉ dùng cho học tập/nghiên cứu.,2026-05-18T09:51:55.272393+00:00,warning,['pdf_sample_needs_ocr'],13,0
doc_d26b7f6909c7996d,313. THS Hoa Phan Tich QD 3572,313.-ths-hoa-phan-tich-qd-3572.pdf,pdf,.pdf,dao_tao,content,True,False,False,False,True,pdf/dao_tao/313.-ths-hoa-phan-tich-qd-3572.pdf,D:\DM\lumi\data\raw\pdf\dao_tao\313.-ths-hoa-phan-tich-qd-3572.pdf,https://hus.vnu.edu.vn/DATA/IMAGES/2024/06/313.-ths-hoa-phan-tich-qd-3572.pdf,hus.vnu.edu.vn,vi,1769464,17ceebb9476d3a9fd88a56899e66d665cf2770949fba102c8ea280e29b243eba,True,Nguồn public truy cập không cần đăng nhập; chỉ dùng cho học tập/nghiên cứu.,2026-05-18T09:51:55.274863+00:00,warning,['pdf_sample_needs_ocr'],12,0
doc_42f87ab49078f6e9,321. TS Hoa Vo Co QD 4914,321.-ts-hoa-vo-co-qd-4914.pdf,pdf,.pdf,dao_tao,content,True,False,False,False,True,pdf/dao_tao/321.-ts-hoa-vo-co-qd-4914.pdf,D:\DM\lumi\data\raw\pdf\dao_tao\321.-ts-hoa-vo-co-qd-4914.pdf,https://hus.vnu.edu.vn/DATA/IMAGES/2024/06/321.-ts-hoa-vo-co-qd-4914.pdf,hus.vnu.edu.vn,vi,2298193,0797466fe74ceb3578525463b976142f940bed75507c3c79d08041cf9e58c879,True,Nguồn public truy cập không cần đăng nhập; chỉ dùng cho học tập/nghiên cứu.,2026-05-18T09:51:55.277519+00:00,warning,['pdf_sample_needs_ocr'],15,0
doc_fd019ab778eebd0c,322. TS Hoa Huu Co QD 4915,322.-ts-hoa-huu-co-qd-4915.pdf,pdf,.pdf,dao_tao,content,True,False,False,False,True,pdf/dao_tao/322.-ts-hoa-huu-co-qd-4915.pdf,D:\DM\lumi\data\raw\pdf\dao_tao\322.-ts-hoa-huu-co-qd-4915.pdf,https://hus.vnu.edu.vn/DATA/IMAGES/2024/06/322.-ts-hoa-huu-co-qd-4915.pdf,hus.vnu.edu.vn,vi,2439060,043f2419a0c0f411108df385e2fef8f7abbf6e81b456f2731c757a3b1451501b,True,Nguồn public truy cập không cần đăng nhập; chỉ dùng cho học tập/nghiên cứu.,2026-05-18T09:51:55.281525+00:00,warning,['pdf_sample_needs_ocr'],15,0
doc_74a26497b48a0cc7,323. TS Hoa Phan Tich QD 4916,323.-ts-hoa-phan-tich-qd-4916.pdf,pdf,.pdf,dao_tao,content,True,False,False,False,True,pdf/dao_tao/323.-ts-hoa-phan-tich-qd-4916.pdf,D:\DM\lumi\data\raw\pdf\dao_tao\323.-ts-hoa-phan-tich-qd-4916.pdf,https://hus.vnu.edu.vn/DATA/IMAGES/2024/06/323.-ts-hoa-phan-tich-qd-4916.pdf,hus.vnu.edu.vn,vi,2352024,402eecf272ee40e6856a0bff48793cc4283e123b17b70d20ac6e253c0bb20b97,True,Nguồn public truy cập không cần đăng nhập; chỉ dùng cho học tập/nghiên cứu.,2026-05-18T09:51:55.284503+00:00,warning,['pdf_sample_needs_ocr'],14,0
doc_9f4e6a4a0f11b1cc,324. TS Hoa Ly Thuyet Va Hoa Ly QD 4917,324.-ts-hoa-ly-thuyet-va-hoa-ly-qd-4917.pdf,pdf,.pdf,dao_tao,content,True,False,False,False,True,pdf/dao_tao/324.-ts-hoa-ly-thuyet-va-hoa-ly-qd-4917.pdf,D:\DM\lumi\data\raw\pdf\dao_tao\324.-ts-hoa-ly-thuyet-va-hoa-ly-qd-4917.pdf,https://hus.vnu.edu.vn/DATA/IMAGES/2024/06/324.-ts-hoa-ly-thuyet-va-hoa-ly-qd-4917.pdf,hus.vnu.edu.vn,vi,2489252,22b3d45f25f702a1a97a9167b63f667345b4dbf25d0124bb7d026f70a7d7b1f3,True,Nguồn public truy cập không cần đăng nhập; chỉ dùng cho học tập/nghiên cứu.,2026-05-18T09:51:55.288070+00:00,warning,['pdf_sample_needs_ocr'],15,0
doc_3041ddc81fbf86d1,325.-ts-hoa-moi-truong-qd-4918.pdf,325.-ts-hoa-moi-truong-qd-4918.pdf,pdf,.pdf,dao_tao,content,True,False,False,False,True,pdf/dao_tao/325.-ts-hoa-moi-truong-qd-4918.pdf,D:\DM\lumi\data\raw\pdf\dao_tao\325.-ts-hoa-moi-truong-qd-4918.pdf,https://hus.vnu.edu.vn/DATA/IMAGES/2024/06/325.-ts-hoa-moi-truong-qd-4918.pdf,hus.vnu.edu.vn,vi,2510649,f152735eb816e0096a909a6d9566f56bdb6fe07e08517be077470fa71fc03a01,True,Nguồn public truy cập không cần đăng nhập; chỉ dùng cho học tập/nghiên cứu.,2026-05-18T09:51:55.289571+00:00,warning,['pdf_sample_needs_ocr'],15,0
doc_58cd9009fa66c617,326. TS Ky Thuat Hoa Dau Va Loc Dau QD 4919,326.-ts-ky-thuat-hoa-dau-va-loc-dau-qd-4919.pdf,pdf,.pdf,dao_tao,content,True,False,False,False,True,pdf/dao_tao/326.-ts-ky-thuat-hoa-dau-va-loc-dau-qd-4919.pdf,D:\DM\lumi\data\raw\pdf\dao_tao\326.-ts-ky-thuat-hoa-dau-va-loc-dau-qd-4919.pdf,https://hus.vnu.edu.vn/DATA/IMAGES/2024/06/326.-ts-ky-thuat-hoa-dau-va-loc-dau-qd-4919.pdf,hus.vnu.edu.vn,vi,2461905,044bec0107f660be4dd03a18e9261927845161a2ad913a6025d54fb48325db84,True,Nguồn public truy cập không cần đăng nhập; chỉ dùng cho học tập/nghiên cứu.,2026-05-18T09:51:55.294040+00:00,warning,['pdf_sample_needs_ocr'],15,0
doc_b3125c15a91a22df,411. THS Sinh Hoc QD 4950,411.-ths-sinh-hoc-qd-4950.pdf,pdf,.pdf,dao_tao,content,True,False,False,False,True,pdf/dao_tao/411.-ths-sinh-hoc-qd-4950.pdf,D:\DM\lumi\data\raw\pdf\dao_tao\411.-ths-sinh-hoc-qd-4950.pdf,https://hus.vnu.edu.vn/DATA/IMAGES/2024/06/411.-ths-sinh-hoc-qd-4950.pdf,hus.vnu.edu.vn,vi,1812905,b37d407197201f6d511197778855034f8ed7c75a80fa600c2ae673d40f92e6b4,True,Nguồn public truy cập không cần đăng nhập; chỉ dùng cho học tập/nghiên cứu.,2026-05-18T09:51:55.297551+00:00,warning,['pdf_sample_needs_ocr'],12,0
doc_81ac4a2318ae77a9,412. THS Cong Nghe Sinh Hoc QD 4951,412.-ths-cong-nghe-sinh-hoc-qd-4951.pdf,pdf,.pdf,dao_tao,content,True,False,False,False,True,pdf/dao_tao/412.-ths-cong-nghe-sinh-hoc-qd-4951.pdf,D:\DM\lumi\data\raw\pdf\dao_tao\412.-ths-cong-nghe-sinh-hoc-qd-4951.pdf,https://hus.vnu.edu.vn/DATA/IMAGES/2024/06/412.-ths-cong-nghe-sinh-hoc-qd-4951.pdf,hus.vnu.edu.vn,vi,1604062,cdeede815ede95123f078170f3db38445a4b8e7e33135e214a49bf8d6e88ecf3,True,Nguồn public truy cập không cần đăng nhập; chỉ dùng cho học tập/nghiên cứu.,2026-05-18T09:51:55.299556+00:00,warning,['pdf_sample_needs_ocr'],11,0
doc_9916f4949f134ba4,413. THS Sinh Hoc Thuc Nghiem QD 4952,413.-ths-sinh-hoc-thuc-nghiem-qd-4952.pdf,pdf,.pdf,dao_tao,content,True,False,False,False,True,pdf/dao_tao/413.-ths-sinh-hoc-thuc-nghiem-qd-4952.pdf,D:\DM\lumi\data\raw\pdf\dao_tao\413.-ths-sinh-hoc-thuc-nghiem-qd-4952.pdf,https://hus.vnu.edu.vn/DATA/IMAGES/2024/06/413.-ths-sinh-hoc-thuc-nghiem-qd-4952.pdf,hus.vnu.edu.vn,vi,1662984,63258f9b400c95e6feefd1944800e9a48cc62828bc14285be0fa6e024970b59b,True,Nguồn public truy cập không cần đăng nhập; chỉ dùng cho học tập/nghiên cứu.,2026-05-18T09:51:55.304551+00:00,warning,['pdf_sample_needs_ocr'],11,0
doc_bf347585625a1862,414. THS Di Truyen Hoc QD 4953,414.-ths-di-truyen-hoc-qd-4953.pdf,pdf,.pdf,dao_tao,content,True,False,False,False,True,pdf/dao_tao/414.-ths-di-truyen-hoc-qd-4953.pdf,D:\DM\lumi\data\raw\pdf\dao_tao\414.-ths-di-truyen-hoc-qd-4953.pdf,https://hus.vnu.edu.vn/DATA/IMAGES/2024/06/414.-ths-di-truyen-hoc-qd-4953.pdf,hus.vnu.edu.vn,vi,1558253,576efb86ec97c2011d434fd3c07e86b17fc5048ded608a9026b7a596ca42505e,True,Nguồn public truy cập không cần đăng nhập; chỉ dùng cho học tập/nghiên cứu.,2026-05-18T09:51:55.308473+00:00,warning,['pdf_sample_needs_ocr'],11,0
doc_6deb3995f3757e0b,421. TS Dong Vat Hoc QD 4900,421.-ts-dong-vat-hoc-qd-4900.pdf,pdf,.pdf,dao_tao,content,True,False,False,False,True,pdf/dao_tao/421.-ts-dong-vat-hoc-qd-4900.pdf,D:\DM\lumi\data\raw\pdf\dao_tao\421.-ts-dong-vat-hoc-qd-4900.pdf,https://hus.vnu.edu.vn/DATA/IMAGES/2024/06/421.-ts-dong-vat-hoc-qd-4900.pdf,hus.vnu.edu.vn,vi,2305762,bca3f258252ded51ed817ee475e6e64d6389385ccd91a11e762656c6786b4d0f,True,Nguồn public truy cập không cần đăng nhập; chỉ dùng cho học tập/nghiên cứu.,2026-05-18T09:51:55.311489+00:00,warning,['pdf_sample_needs_ocr'],15,0
doc_d3675c2bbd1305c1,422. TS Sinh Ly Hoc Nguoi Va Dong Vat QD 4901,422.-ts-sinh-ly-hoc-nguoi-va-dong-vat-qd-4901.pdf,pdf,.pdf,dao_tao,content,True,False,False,False,True,pdf/dao_tao/422.-ts-sinh-ly-hoc-nguoi-va-dong-vat-qd-4901.pdf,D:\DM\lumi\data\raw\pdf\dao_tao\422.-ts-sinh-ly-hoc-nguoi-va-dong-vat-qd-4901.pdf,https://hus.vnu.edu.vn/DATA/IMAGES/2024/06/422.-ts-sinh-ly-hoc-nguoi-va-dong-vat-qd-4901.pdf,hus.vnu.edu.vn,vi,2235061,7d2a50c5c61c837da83765630111153fa5bfffa193c564d0291c5d1a20f7434f,True,Nguồn public truy cập không cần đăng nhập; chỉ dùng cho học tập/nghiên cứu.,2026-05-18T09:51:55.314480+00:00,warning,['pdf_sample_needs_ocr'],14,0
doc_c944ba030e4aa4b8,423. TS Con Trung Hoc QD 4902,423.-ts-con-trung-hoc-qd-4902.pdf,pdf,.pdf,dao_tao,content,True,False,False,False,True,pdf/dao_tao/423.-ts-con-trung-hoc-qd-4902.pdf,D:\DM\lumi\data\raw\pdf\dao_tao\423.-ts-con-trung-hoc-qd-4902.pdf,https://hus.vnu.edu.vn/DATA/IMAGES/2024/06/423.-ts-con-trung-hoc-qd-4902.pdf,hus.vnu.edu.vn,vi,2167859,088a18fcb66adf95a7ba69ef515e2e591c57e5d55bbf063a743f39ced2360464,True,Nguồn public truy cập không cần đăng nhập; chỉ dùng cho học tập/nghiên cứu.,2026-05-18T09:51:55.317995+00:00,warning,['pdf_sample_needs_ocr'],14,0
doc_bbc6f5cdea41e459,424. TS Sinh Ly Hoc Thuc Vat QD 4903,424.-ts-sinh-ly-hoc-thuc-vat-qd-4903.pdf,pdf,.pdf,dao_tao,content,True,False,False,False,True,pdf/dao_tao/424.-ts-sinh-ly-hoc-thuc-vat-qd-4903.pdf,D:\DM\lumi\data\raw\pdf\dao_tao\424.-ts-sinh-ly-hoc-thuc-vat-qd-4903.pdf,https://hus.vnu.edu.vn/DATA/IMAGES/2024/06/424.-ts-sinh-ly-hoc-thuc-vat-qd-4903.pdf,hus.vnu.edu.vn,vi,2271322,2f5f4fe92137cb2cc752d459a3e3b01a641be04de1846dabd64dfb20259928d4,True,Nguồn public truy cập không cần đăng nhập; chỉ dùng cho học tập/nghiên cứu.,2026-05-18T09:51:55.321014+00:00,warning,['pdf_sample_needs_ocr'],14,0
