url,title,source_page
https://hus.vnu.edu.vn/DATA/IMAGES/2024/06/305-hoa-duoc-chuan-k68-qd-3541-scan.pdf,📄 Xem nội dung PDF,https://hus.vnu.edu.vn/dao-tao/bac-dai-hoc/hoa-hoc
https://hus.vnu.edu.vn/DATA/IMAGES/2024/06/401-sinh-hoc-chuan-k67-final-qd-3547.pdf,📄 Xem nội dung PDF,https://hus.vnu.edu.vn/dao-tao/bac-dai-hoc/sinh-hoc
https://hus.vnu.edu.vn/DATA/IMAGES/2024/06/401-sinh-hoc-chuan-k68-final-qd-3548.pdf,📄 Xem nội dung PDF,https://hus.vnu.edu.vn/dao-tao/bac-dai-hoc/sinh-hoc
https://hus.vnu.edu.vn/DATA/IMAGES/2024/06/402-sinh-hoc-tai-nang-final-qd-3549.pdf,📄 Xem nội dung PDF,https://hus.vnu.edu.vn/dao-tao/bac-dai-hoc/sinh-hoc
https://hus.vnu.edu.vn/DATA/IMAGES/2024/06/403-cong-nghe-sinh-hoc-chat-luong-cao-k67-final-qd-3550.pdf,📄 Xem nội dung PDF,https://hus.vnu.edu.vn/dao-tao/bac-dai-hoc/sinh-hoc
https://hus.vnu.edu.vn/DATA/IMAGES/2024/06/403-cong-nghe-sinh-hoc-chuan-k68-final-qd-3551.pdf,📄 Xem nội dung PDF,https://hus.vnu.edu.vn/dao-tao/bac-dai-hoc/sinh-hoc
https://hus.vnu.edu.vn/DATA/IMAGES/2024/06/404-sinh-duoc-hoc-chuan-final-qd-3552.pdf,📄 Xem nội dung PDF,https://hus.vnu.edu.vn/dao-tao/bac-dai-hoc/sinh-hoc
https://hus.vnu.edu.vn/DATA/IMAGES/2024/06/503.-khoa-hoc-thong-tin-dia-khong-gian-final-qd-3544-scan.pdf,📄 Xem nội dung PDF,https://hus.vnu.edu.vn/dao-tao/bac-dai-hoc/dia-ly
https://hus.vnu.edu.vn/DATA/IMAGES/2024/06/513.-ths-quan-ly-tai-nguyen-va-moi-truong-qd-4922.pdf,513.-ths-quan-ly-tai-nguyen-va-moi-truong-qd-4922.pdf,
https://hus.vnu.edu.vn/DATA/IMAGES/2024/06/705-tai-nguyen-va-moi-truong-nuoc-chuan-final-qd-3557-scan-final.pdf,📄 Xem nội dung PDF,https://hus.vnu.edu.vn/dao-tao/bac-dai-hoc/khi-tuong-thuy-van-hai-duong-hoc
https://hus.vnu.edu.vn/DATA/IMAGES/2024/06/812.-ths-ky-thuat-moi-truong-qd-3578-1.pdf,812.-ths-ky-thuat-moi-truong-qd-3578-1.pdf,
https://hus.vnu.edu.vn/DATA/IMAGES/2020/06/11.ptn-bm-co-hoc.pdf,PTN BM Cơ học,https://hus.vnu.edu.vn/khoa-hoc-cong-nghe/phong-thi-nghiem
https://hus.vnu.edu.vn/DATA/IMAGES/2020/06/12.ptn-bm-vat-ly-ly-thuyet.pdf,PTN BM Vật lý lý thuyết,https://hus.vnu.edu.vn/khoa-hoc-cong-nghe/phong-thi-nghiem
https://hus.vnu.edu.vn/DATA/IMAGES/2020/06/13.ptn-bm-tin-vat-ly.pdf,PTN BM Tin Vật lý,https://hus.vnu.edu.vn/khoa-hoc-cong-nghe/phong-thi-nghiem
https://hus.vnu.edu.vn/DATA/IMAGES/2020/06/14.ptn-vat-ly-nang-luong-cao-va-vu-tru-hoc.pdf,PTN Vật lý Năng lượng cao và Vũ trụ học,https://hus.vnu.edu.vn/khoa-hoc-cong-nghe/phong-thi-nghiem
https://hus.vnu.edu.vn/DATA/IMAGES/2020/06/15.ptn-bo-monvat-ly-chat-ran.pdf,PTN BM Vật lý chất rắn,https://hus.vnu.edu.vn/khoa-hoc-cong-nghe/phong-thi-nghiem
https://hus.vnu.edu.vn/DATA/IMAGES/2020/06/16.ptn-bm-vat-ly-nhiet-do-thap.pdf,PTN BM Vật lý nhiệt độ thấp,https://hus.vnu.edu.vn/khoa-hoc-cong-nghe/phong-thi-nghiem
https://hus.vnu.edu.vn/DATA/IMAGES/2020/06/18.ptn-bm-quang-luong-tu.pdf,PTN BM Quang lượng tử,https://hus.vnu.edu.vn/khoa-hoc-cong-nghe/phong-thi-nghiem
https://hus.vnu.edu.vn/DATA/IMAGES/2020/06/19.ptn-bo-mon-vat-ly-dia-cau.pdf,PTN BM Vật lý địa cầu,https://hus.vnu.edu.vn/khoa-hoc-cong-nghe/phong-thi-nghiem
https://hus.vnu.edu.vn/DATA/IMAGES/2020/06/2.ptn-bm-vat-ly-dai-cuong.pdf,PTN BM Vật lý đại cương,https://hus.vnu.edu.vn/khoa-hoc-cong-nghe/phong-thi-nghiem
https://hus.vnu.edu.vn/DATA/IMAGES/2020/06/21.ptn-khoa-hoc-vat-lieu-dai-cuong.pdf,PTN Khoa học Vật liệu đại cương,https://hus.vnu.edu.vn/khoa-hoc-cong-nghe/phong-thi-nghiem
https://hus.vnu.edu.vn/DATA/IMAGES/2020/06/22.ptn-khoa-hoc-cong-nghe-vat-lieu-tien-tien.pdf,PTN KH&CN Vật liệu tiên tiến,https://hus.vnu.edu.vn/khoa-hoc-cong-nghe/phong-thi-nghiem
https://hus.vnu.edu.vn/DATA/IMAGES/2020/06/23.ptn-cong-nghe-hat-nhan.pdf,PTN Công nghệ hạt nhân,https://hus.vnu.edu.vn/khoa-hoc-cong-nghe/phong-thi-nghiem
https://hus.vnu.edu.vn/DATA/IMAGES/2020/06/24.ptn-bm-hoa-hoc-dau-mo.pdf,PTN BM Hóa học dầu mỏ,https://hus.vnu.edu.vn/khoa-hoc-cong-nghe/phong-thi-nghiem
https://hus.vnu.edu.vn/DATA/IMAGES/2020/06/26.ptn-bm-hoa-phan-tich.pdf,PTN BM Hóa phân tích,https://hus.vnu.edu.vn/khoa-hoc-cong-nghe/phong-thi-nghiem
https://hus.vnu.edu.vn/DATA/IMAGES/2020/06/27.ptn-bm-hoa-ly.pdf,PTN BM Hóa lý,https://hus.vnu.edu.vn/khoa-hoc-cong-nghe/phong-thi-nghiem
https://hus.vnu.edu.vn/DATA/IMAGES/2020/06/29.ptn-hoa-duoc.pdf,PTN Hóa dược,https://hus.vnu.edu.vn/khoa-hoc-cong-nghe/phong-thi-nghiem
https://hus.vnu.edu.vn/DATA/IMAGES/2020/06/3.ptn-co-so-hoa-hoc.pdf,PTN Cơ sở Hoá học,https://hus.vnu.edu.vn/khoa-hoc-cong-nghe/phong-thi-nghiem
https://hus.vnu.edu.vn/DATA/IMAGES/2020/06/30.ptn-bm-hoa-vo-co.pdf,PTN BM Hóa vô cơ,https://hus.vnu.edu.vn/khoa-hoc-cong-nghe/phong-thi-nghiem
https://hus.vnu.edu.vn/DATA/IMAGES/2020/06/31.ptn-hoa-phong-xa.pdf,PTN Hóa phóng xạ,https://hus.vnu.edu.vn/khoa-hoc-cong-nghe/phong-thi-nghiem
https://hus.vnu.edu.vn/DATA/IMAGES/2020/06/32.ptn-bm-huu-co.pdf,PTN BM Hóa hữu cơ,https://hus.vnu.edu.vn/khoa-hoc-cong-nghe/phong-thi-nghiem
https://hus.vnu.edu.vn/DATA/IMAGES/2020/06/33.ptn-cong-nghe-ky-thuat-hoa-hoc.pdf,PTN Công nghệ Kỹ thuật Hoá học,https://hus.vnu.edu.vn/khoa-hoc-cong-nghe/phong-thi-nghiem
https://hus.vnu.edu.vn/DATA/IMAGES/2020/06/36.ptn-bm-di-truyen-hoc.pdf,PTN BM Di truyền học,https://hus.vnu.edu.vn/khoa-hoc-cong-nghe/phong-thi-nghiem
https://hus.vnu.edu.vn/DATA/IMAGES/2020/06/39.ptn-bm-dong-vat-hoc-va-bao-ton.pdf,PTN BM Động vật học và Bảo tồn,https://hus.vnu.edu.vn/khoa-hoc-cong-nghe/phong-thi-nghiem
https://hus.vnu.edu.vn/DATA/IMAGES/2020/06/40.ptn-bm-dong-vat-hoc-ung-dung.pdf,PTN BM Động vật học Ứng dụng,https://hus.vnu.edu.vn/khoa-hoc-cong-nghe/phong-thi-nghiem
