file_name,file_type,category,relative_path,source_url,source_domain,file_size_bytes,language,description,is_public,access_note
04.-huong-dan-sv-dang-ki-ktx.pdf,pdf,sinh_vien,pdf/sinh_vien/04.-huong-dan-sv-dang-ki-ktx.pdf,https://hus.vnu.edu.vn/DATA/IMAGES/2025/08/04.-huong-dan-sv-dang-ki-ktx.pdf,hus.vnu.edu.vn,1761990,vi,04.-huong-dan-sv-dang-ki-ktx.pdf,True,Nguồn public truy cập không cần đăng nhập; chỉ dùng cho học tập/nghiên cứu.
512.-ths-ban-do-vien-tham-va-he-thong-tin-dia-ly-qd-4921.pdf,pdf,dao_tao,pdf/dao_tao/512.-ths-ban-do-vien-tham-va-he-thong-tin-dia-ly-qd-4921.pdf,https://hus.vnu.edu.vn/DATA/IMAGES/2024/06/512.-ths-ban-do-vien-tham-va-he-thong-tin-dia-ly-qd-4921.pdf,hus.vnu.edu.vn,1720995,vi,512.-ths-ban-do-vien-tham-va-he-thong-tin-dia-ly-qd-4921.pdf,True,Nguồn public truy cập không cần đăng nhập; chỉ dùng cho học tập/nghiên cứu.
515.-ths-quan-ly-dat-dai-dinh-huong-ung-dung-qd-4924.pdf,pdf,dao_tao,pdf/dao_tao/515.-ths-quan-ly-dat-dai-dinh-huong-ung-dung-qd-4924.pdf,https://hus.vnu.edu.vn/DATA/IMAGES/2024/06/515.-ths-quan-ly-dat-dai-dinh-huong-ung-dung-qd-4924.pdf,hus.vnu.edu.vn,1694077,vi,515.-ths-quan-ly-dat-dai-dinh-huong-ung-dung-qd-4924.pdf,True,Nguồn public truy cập không cần đăng nhập; chỉ dùng cho học tập/nghiên cứu.
514.-ths-quan-ly-dat-dai-dinh-huong-nghien-cuu-qd-4923.pdf,pdf,nghien_cuu,pdf/nghien_cuu/514.-ths-quan-ly-dat-dai-dinh-huong-nghien-cuu-qd-4923.pdf,https://hus.vnu.edu.vn/DATA/IMAGES/2024/06/514.-ths-quan-ly-dat-dai-dinh-huong-nghien-cuu-qd-4923.pdf,hus.vnu.edu.vn,1678867,vi,514.-ths-quan-ly-dat-dai-dinh-huong-nghien-cuu-qd-4923.pdf,True,Nguồn public truy cập không cần đăng nhập; chỉ dùng cho học tập/nghiên cứu.
116.-ths-co-so-toan-hoc-cho-tin-hoc-qd-4934-2.pdf,pdf,dao_tao,pdf/dao_tao/116.-ths-co-so-toan-hoc-cho-tin-hoc-qd-4934-2.pdf,file:///D:/DM/lumi-ai-assistant/data/raw/pdf/2026-05-15/116.-ths-co-so-toan-hoc-cho-tin-hoc-qd-4934-2.pdf,local_repo_docs,1595565,vi,116.-ths-co-so-toan-hoc-cho-tin-hoc-qd-4934-2.pdf,True,Nguồn public truy cập không cần đăng nhập; chỉ dùng cho học tập/nghiên cứu.
huong-dan-thi-sinh-dang-ky-xet-tuyen-2025-14.06.2025-final.pdf,pdf,tuyen_sinh,pdf/tuyen_sinh/huong-dan-thi-sinh-dang-ky-xet-tuyen-2025-14.06.2025-final.pdf,https://tuyensinh.hus.vnu.edu.vn/DATA/TUYENSINH/IMAGES/2025/06/huong-dan-thi-sinh-dang-ky-xet-tuyen-2025-14.06.2025-final.pdf,tuyensinh.hus.vnu.edu.vn,692452,vi,huong-dan-thi-sinh-dang-ky-xet-tuyen-2025-14.06.2025-final.pdf,True,Nguồn public truy cập không cần đăng nhập; chỉ dùng cho học tập/nghiên cứu.
thong-bao-gia-han-dang-ky-xet-tuyen-truc-tuyen-vao-dhcq-nam-2025.pdf,pdf,tuyen_sinh,pdf/tuyen_sinh/thong-bao-gia-han-dang-ky-xet-tuyen-truc-tuyen-vao-dhcq-nam-2025.pdf,https://tuyensinh.hus.vnu.edu.vn/DATA/TUYENSINH/IMAGES/2025/06/thong-bao-gia-han-dang-ky-xet-tuyen-truc-tuyen-vao-dhcq-nam-2025.pdf,tuyensinh.hus.vnu.edu.vn,380990,vi,thong-bao-gia-han-dang-ky-xet-tuyen-truc-tuyen-vao-dhcq-nam-2025.pdf,True,Nguồn public truy cập không cần đăng nhập; chỉ dùng cho học tập/nghiên cứu.
9.1.26-chi-tiet-du-thao_dang-cong-tuyen-sinh-1-edit.pdf,pdf,tuyen_sinh,pdf/tuyen_sinh/9.1.26-chi-tiet-du-thao_dang-cong-tuyen-sinh-1-edit.pdf,https://tuyensinh.hus.vnu.edu.vn/DATA/TUYENSINH/IMAGES/2026/03/9.1.26-chi-tiet-du-thao_dang-cong-tuyen-sinh-1-edit.pdf,tuyensinh.hus.vnu.edu.vn,334200,vi,9.1.26-chi-tiet-du-thao_dang-cong-tuyen-sinh-1-edit.pdf,True,Nguồn public truy cập không cần đăng nhập; chỉ dùng cho học tập/nghiên cứu.
02.hd-nop-hoc-phi-qua-ma-dinh-danh.pdf,pdf,sinh_vien,pdf/sinh_vien/02.hd-nop-hoc-phi-qua-ma-dinh-danh.pdf,https://hus.vnu.edu.vn/DATA/IMAGES/2025/08/02.hd-nop-hoc-phi-qua-ma-dinh-danh.pdf,hus.vnu.edu.vn,310166,vi,02.hd-nop-hoc-phi-qua-ma-dinh-danh.pdf,True,Nguồn public truy cập không cần đăng nhập; chỉ dùng cho học tập/nghiên cứu.
1.tb_xt-vao-ctdt-dac-biet_2025_len-website.pdf,pdf,tuyen_sinh,pdf/tuyen_sinh/1.tb_xt-vao-ctdt-dac-biet_2025_len-website.pdf,https://tuyensinh.hus.vnu.edu.vn/DATA/TUYENSINH/IMAGES/2025/08/1.tb_xt-vao-ctdt-dac-biet_2025_len-website.pdf,tuyensinh.hus.vnu.edu.vn,274134,vi,1.tb_xt-vao-ctdt-dac-biet_2025_len-website.pdf,True,Nguồn public truy cập không cần đăng nhập; chỉ dùng cho học tập/nghiên cứu.
